question,answer_llm,answer_orig,document
"For ranking-based RAG/recommender tasks, should I use hit rate or something like NDCG instead?","For ranking-based RAG/recommender tasks, **NDCG is often a better fit than hit rate**.

- **Hit rate** tells you whether a relevant item appeared anywhere in the top *k*.
- **NDCG** rewards placing good items **higher in the ranking**, which matters more when **multiple items are acceptable**.

A good approach is to use **both**, depending on what you want to measure:
- **Hit rate / MRR / NDCG** for retrieval evaluation
- For end-to-end quality, also consider an **LLM-as-a-judge** rubric

So if your task is truly **ranking-based**, I’d lean toward **NDCG**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a practical way to ask an LLM to judge the quality of end-to-end RAG answers on a fixed rubric?,"A practical way is to use an **LLM-as-a-judge** setup:

1. **Sample a set of user queries**
2. **Run your full RAG pipeline end to end** to get answers
3. **Give the judge LLM a fixed rubric** in the prompt, such as:
   - relevance
   - usefulness
   - correctness
   - completeness
4. **Ask it to score each answer on a 1–5 scale** and optionally provide a short explanation

That lets you evaluate end-to-end answer quality even when you don’t have a single obvious ground-truth answer.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If several items could be considered correct, how do I measure retrieval quality without forcing only one exact answer?","Use **NDCG** instead of forcing one exact answer.

It’s a better fit when **multiple items can all be acceptable**, because it rewards placing good items **higher in the ranking**, rather than only checking whether the single top result matches.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What's a good way to chunk a huge PDF corpus for a capstone project?,"A good approach is to **iterate rather than aiming for a perfect chunker upfront**:

1. **Start simple**  
   Use fixed-size chunks of about **1000 tokens with some overlap**.

2. **Evaluate on a small ground-truth set**  
   Check whether retrieval improves your **hit rate / MRR**.

3. **Try smarter chunking next**  
   Ask an LLM to split each PDF into **logical sections**, then index each section.

4. **Add chunk summaries**  
   Generate a short LLM summary for each chunk and index it too, or use it to help retrieval.

5. **For structured PDFs** like legal or financial docs  
   Use **hybrid search**: **BM25 + dense retrieval**, so exact wording is preserved.

For parsing PDFs into cleaner text before chunking, useful tools include:
- **pymupdf4llm** — fast and decent quality
- **Docling** — slower but better for tables/figures
- **GROBID** — good for academic papers with structure

The main idea is: **chunk, test, improve, repeat**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I start with fixed token chunks, or is there a smarter approach right away?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it worth using an LLM to split docs into sections instead of just slicing by size?,"Yes — the context suggests it can be worth trying an LLM to split documents into logical sections instead of only slicing by size.

Recommended approach:
- Start with simple fixed-size chunking first.
- Then try smart chunking with an LLM that splits each document into logical sections.
- Run your ground-truth eval after each change and keep whichever improves retrieval metrics like hit rate or MRR.

So the answer is: it can be worth it, but you should measure it rather than assume it’s better.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 + dense search better than only embeddings?","Yes — for long, structured legal or financial documents, **hybrid search (BM25 + dense embeddings)** is recommended over using only embeddings.

Reason: it helps preserve **exact wording**, which matters a lot in legal/financial text, while dense search captures semantic similarity.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What PDF-to-markdown tool would you use before chunking: pymupdf4llm, Docling, or GROBID?","I’d use **any of them, depending on the documents**:

- **pymupdf4llm** — if you want something **fast** and decent quality.
- **Docling** — if you need **better table/figure handling**, and can accept slower processing.
- **GROBID** — if you’re working with **academic papers** and want section/reference structure.

If you want one default choice from the context, **pymupdf4llm** is the fast general-purpose option.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?","Reproducibility means a reviewer should be able to clone your repo and recreate the system from scratch by following your README, using their own credentials.

No, reviewers do **not** need your API keys. You should **never** share API keys or hosted-service credentials in your repo.

What you should do instead:
- Provide a script or notebook to ingest the dataset and rebuild the index locally
- Include a `.env.example` with variable names only, no values
- Keep your real `.env` in `.gitignore`
- Use a low-cost model if needed so reviewers don’t burn credits
- Pin dependency versions and document the Python version, and Docker version if used","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let a reviewer rebuild the search index from my repo without giving away secrets?,"Let the reviewer rebuild the index locally from the repo, but **don’t include any secrets**.

Do this:

- Add a script or notebook that ingests the dataset and **rebuilds the search index from scratch**.
- Put only a `.env.example` in the repo with **variable names, no values**.
- Tell the reviewer to create their own `.env` with **their own API keys/credentials**.
- Keep `.env` in `.gitignore`.
- Document the setup clearly in the README.

So the idea is: **reproducible code, not shared credentials**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What do I put in a .env.example file, and should the real .env be committed?","Put the variable names in `.env.example`, but **no real values**. For example:

```bash
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Then tell users to copy it to `.env` and fill in their own keys.

The real `.env` file should **not** be committed — add it to `.gitignore`:

```gitignore
.env
```

So:
- `.env.example` = safe template for others
- `.env` = real secrets, keep local only, never commit","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to use a cheap model in the project so other people can test it without spending much?,I don't know.,"Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"How do I make my project easy to run again later, like which versions or tools should I pin down?","Pin down:

- **Dependency versions** — use a `requirements.txt`, `pyproject.toml`, or lock file.
- **Python version** — document exactly which Python version to use.
- **Docker version** — if you use Docker, document that too.
- **Environment variables** — provide a `.env.example` with variable names only, and keep real `.env` files out of git.
- **Any data/index build step** — include a script or notebook that lets the reviewer rebuild the dataset/index locally.

In short: the reviewer should be able to clone the repo, use their own API keys, and reproduce the project from scratch with the versions and tools you specified.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go?","Yes, technically you can use another language or stack for homework and the capstone, but in most cases you should use Python.

Python is the recommended choice because the course materials, examples, and reviewer expectations are Python-based. If you do use JavaScript, Go, or another language, make sure your documentation is very thorough so the reviewer can reproduce and evaluate it easily on Windows, macOS, and Linux.

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Is Python required for every assignment and the final project in LLM Zoomcamp?,"Yes — in most cases, Python is required/recommended for every homework assignment and the final/capstone project.

The course materials, examples, and reviewer expectations are Python-based, and the context says this applies to every homework and to the final project. You can use another language or stack, but only if you have a strong reason and provide very thorough documentation.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I build the project with Rust, Java, or C#, what should I include in the README for reviewers?","Include very thorough README instructions so a reviewer can reproduce the project on Windows, macOS, and Linux, assuming they know nothing about Rust/Java/C#.

Specifically, explain:

- how to install all dependencies
- how to build and run the project
- any required setup steps
- how to recreate the system from scratch using their own credentials

Also make sure to:

- include a script or notebook that ingests the dataset and rebuilds the search index locally
- provide a `.env.example` with variable names only, not real values
- keep `.env` in `.gitignore`
- document the Python version if relevant, and Docker version if you use Docker
- pin dependency versions if applicable

For a non-Python project, the README should be at a level like:

```bash
go mod tidy
go run .
```

So for Rust, Java, or C#, give similarly explicit step-by-step commands for reviewers.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Will a non-Python stack be accepted, or is Python the safest choice for the course tasks?","In most cases, **Python is the safest choice** and the easiest path for the course tasks.

A non-Python stack is **technically allowed** for homework and the capstone project, but it’s recommended only if you have a strong reason. The main caveat is that you’ll need **very thorough documentation** so the reviewer can reproduce it easily on Windows, macOS, and Linux.

So: **yes, non-Python is accepted**, but **Python is the safest choice**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What kind of setup and run instructions do I need to provide if I submit a project in TypeScript or R?,"If you submit a project in TypeScript or R, your README should be very thorough and explain how to reproduce everything from scratch.

You should include:

- How to install dependencies
- How to run the project
- Instructions for Windows, macOS, and Linux
- Any setup needed to rebuild the data/index locally
- A `.env.example` with variable names only, if you need API keys
- Clear notes that reviewers should use their own credentials

For example, your README should be detailed enough that someone unfamiliar with TypeScript or R can still follow it. The goal is that a reviewer can clone the repo and run it on their machine without guessing.

I don’t know the exact TypeScript or R commands you need to provide, since the context only gives a Go example and says the documentation must be thorough.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I look at past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous project submissions for LLM Zoomcamp?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see examples of LLM Zoomcamp projects from 2024 or 2025?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the old capstone project repos for LLM Zoomcamp listed?,"The old capstone project repos are listed here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
How can I check what kind of LLM Zoomcamp project is expected by looking at earlier submissions?,"You can check earlier LLM Zoomcamp projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These submitted repositories are useful for understanding the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Do I have to reserve my capstone project idea before I start, or can I just begin working on it?","No — you do **not** need to reserve or announce your capstone project idea before starting. You can just begin working on it.

If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Should I announce my project topic somewhere before doing the capstone?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I’m unsure whether my project idea is okay, can I ask for feedback in Slack?","Yes — if you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is it fine if my capstone is on the same topic as someone else’s project, or does it need to be unique?","It doesn’t need to be unique in topic.

What matters is that **your submitted capstone is an individual project** and can be **evaluated independently**. You can work on a similar or shared overall idea, but your project must stand on its own with its **own separate qualifying component and repository**. If it can’t be assessed separately from the other person’s work, it won’t meet the requirement.

","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I check previous capstone projects to get a sense of the expected scope?,"You can check previous capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,"Yes. You can build your capstone as a Telegram or WhatsApp bot instead of a website. The course allows any interface that fits your idea, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a web app required for the project, or can I use a CLI or Slack app too?","No, a web app is **not required**. You can use **any interface** you want for the project, including a **CLI** or a **Slack app**. Other options like a Telegram/WhatsApp bot, notebook, etc. are also allowed.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Are there any rules about which interface I have to use for the end user?,"No. You can use any interface for the project — web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else. There are no strict guidelines on how you make it available to the end user, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Does the course cover how to make a Telegram, WhatsApp, or other custom interface?","Yes. The course says you can use any interface for your project, including a Telegram bot, WhatsApp bot, Slack app, CLI, notebook, or a web app.

However, the course does **not** teach how to build those interfaces, so you’d need to figure that part out yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I use a notebook or some other UI for the project, is that okay for evaluation?","Yes. A notebook or any other interface is okay for the capstone project. You can use a web app, CLI, bot, Slack app, notebook, or anything else, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What are some good tools to pull text out of PDFs for a RAG app?,"Some good tools mentioned in the course context are:

- **docling** — converts PDFs to structured Markdown/JSON, good for RAG.
- **pymupdf4llm / PyMuPDF** — fast text extraction with Markdown output.
- **unstructured** — handles many document types and layouts.
- **pytesseract** (Tesseract OCR) — useful for scanned/image-based PDFs with no text layer.
- **Hosted OCR** like **Mistral OCR** — if you prefer an API instead of running OCR locally.

The context also suggests trying a couple of these on sample documents to see which gives the cleanest text for your data.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
