question,document,score,reasoning
What’s the easiest way to compute a quantile for a Pandas Series?,b4c8ac5a0c,good,"The AI answer correctly states that quantile() should be used on the Series and gives the correct 0.75 example for the 75th percentile. This is semantically equivalent to the ground truth, just using a Series variable name instead of a DataFrame column reference."
How can I calculate the 0.75 quantile of one column in pandas?,b4c8ac5a0c,good,"The AI answer matches the ground truth exactly in both method and code example: using df[""col""].quantile(q=0.75) to compute the 75th percentile. It conveys the same key information with no errors or omissions."
Is there a simple Pandas method to find a column’s percentile value?,b4c8ac5a0c,good,The AI answer matches the ground truth: it correctly identifies Pandas' `quantile` method and gives the same example for the 75th percentile using `q=0.75`.
How do I use pandas to get the percentile/quantile of a DataFrame column?,b4c8ac5a0c,good,"The AI answer correctly explains how to compute a column quantile in pandas and gives the same code as the ground truth, including the 75th percentile example with q=0.75. It preserves the key information and is semantically equivalent."
"How do I delete every Docker container from the terminal, even the running ones?",66ccbb7da0,good,"The AI answer gives the correct command for deleting every Docker container, including running ones, which matches the key part of the ground truth question. It omits the extra commands for images and volumes, but those were not asked for in the question and are not necessary to answer it."
What command removes all Docker images at once?,66ccbb7da0,good,"The AI answer gives the correct command to remove all Docker images at once. The original answer also included commands for removing containers and volumes, but the question asks only about images, so this is sufficient and semantically equivalent."
How can I wipe all Docker volumes using the command line?,66ccbb7da0,good,"The AI answer gives the exact command needed to delete all Docker volumes, which is the key point of the original answer. The original includes additional optional cleanup steps for containers and images, but those are not required to answer the specific question about wiping volumes. Therefore the answer is semantically equivalent for the asked task."
"Is there a quick way to clear out all containers, images, and volumes in Docker?",66ccbb7da0,good,"The AI answer includes the same three Docker commands as the ground truth and correctly explains that they remove all containers, images, and volumes. The extra phrase ""I don't know."" is odd but does not contradict the main answer or change the substantive meaning."
What terminal commands do I use to fully clean Docker before starting over?,66ccbb7da0,good,"The AI answer includes the same three commands as the ground truth and correctly explains that they remove all containers, images, and volumes. The extra note about not knowing a single command for builds does not contradict the original answer and is irrelevant. Semantically equivalent."
"How can I make Streamlit let the user give feedback only once per submitted answer, like just one +1 or -1?",2e729f1271,good,"The AI answer gives a plausible Streamlit state-management approach and references the same Discuss thread, but the ground truth answer is simply a pointer to the linked solution and does not specify the state logic. Since the AI answer is not contradictory and conveys the likely same resolution at a high level, it is acceptable as semantically equivalent."
Why does my `st.session.submitted` keep flipping back to `True` after I click a feedback button?,2e729f1271,bad,"The AI answer does not address the question or provide the referenced solution. It fails to explain why `st.session.submitted` flips back to True and gives no useful information, so it is not semantically equivalent to the ground truth."
"I’m using an ask button and then feedback buttons in Streamlit, but I want the feedback controls disabled until a submission happens—how do I do that?",2e729f1271,good,"The AI answer conveys the same core fix: disable feedback buttons based on a session-state flag until submission occurs, and it points to the same Streamlit Discuss solution. The extra example code is consistent with the intended behavior."
What’s the fix for the case where one feedback button is pressed and `st.session.submitted` gets reassigned again even though it should stay changed?,2e729f1271,good,"The AI answer points to the same Streamlit Discuss solution link as the ground truth. Since the original answer is simply to refer to that solution, the AI response is semantically equivalent and correct."
"In Streamlit session state, how do I stop the submitted flag from being reset when handling user feedback after an ask action?",2e729f1271,bad,The AI answer does not provide the solution or even the key idea from the ground truth (which points to a specific Streamlit Discuss solution). It is effectively non-answering and misses the requested fix entirely.
"Why does my streamlit app work normally on my machine but fail with docker-compose saying ""exec: streamlit: executable file not found in $PATH""?",e8df9f0d12,good,"The AI answer conveys the same key points as the ground truth: the error occurs because Streamlit is not available in the container, and the suggested fix is to ensure a Dockerfile exists, include Streamlit in the docker-compose setup, and rebuild with `docker-compose up --build`. The extra explanation is consistent and does not change the meaning."
What do I need to add or check in my Docker setup if docker-compose can't find the streamlit command inside the container?,e8df9f0d12,good,"The AI answer conveys the same key steps as the ground truth: ensure a Dockerfile exists, include streamlit in docker-compose, and rebuild with docker-compose up --build. The added final sentence is irrelevant but does not contradict the answer."
How can I fix the OCI runtime error when starting a streamlit app with docker-compose?,e8df9f0d12,good,"The AI answer matches the ground truth: it says to create a Dockerfile, include streamlit in docker-compose, and run docker-compose up --build. The added note about the specific exec error is consistent and does not change the meaning."
"Do I need a Dockerfile for a streamlit app to run properly with docker-compose, and what should I do after creating it?",e8df9f0d12,good,"The AI answer conveys the same essential steps as the ground truth: create a Dockerfile, ensure Streamlit is included in the docker-compose setup, and run docker-compose up --build afterward. This is semantically equivalent."
"What is the right way to rebuild and start a streamlit container when docker-compose throws a ""streamlit not found"" error?",e8df9f0d12,good,"The AI answer conveys the same core instructions as the ground truth: create a Dockerfile, add streamlit to docker-compose, and rebuild/start with `docker-compose up --build`. It is semantically equivalent."
"Is the capstone project supposed to be done in a group, or does each person submit their own project?",0fab61eca2,good,"The AI answer correctly states that the capstone is individual, not a group project, and includes the key nuance that collaboration is allowed only if each submission stands on its own with separate independent components and repositories. This matches the ground truth well."
Can two students work on the same idea if they split it into separate parts for the capstone?,0fab61eca2,good,"The AI answer captures the key policy accurately: the capstone is individual, collaboration on a broader idea is allowed, and any shared system must be split into independently evaluable projects with separate components/repositories. It also correctly states that if the work cannot be evaluated independently, it does not meet the requirement. The opening 'Yes, but only if...' is slightly looser than the ground truth's direct 'No' to two students working on the same idea as a single capstone, but the rest of the answer clarifies the same condition and overall meaning. Semantically, it is equivalent enough."
"If we collaborate on a bigger system, does each person still need an independent repo and project submission?",0fab61eca2,good,"The AI answer preserves the core meaning of the ground truth: the capstone is individual, each person needs an independently evaluable submission and separate repository, and a shared system is only acceptable if decomposed into independent projects. It slightly reframes the opening as 'Yes' but the substantive content matches the original answer. "
What happens if my project can’t be graded separately from my teammate’s work?,0fab61eca2,good,"The AI answer captures the key point that if the work cannot be evaluated independently for each participant, it does not satisfy the project requirement. This matches the ground truth, though it omits supporting context about capstone being individual and shared systems needing separate components/repositories. The core answer is still semantically equivalent."
"Am I allowed to discuss and plan the capstone with other students, even though the final project must be individual?",0fab61eca2,good,"The AI answer captures the key nuance: discussion/collaboration on a larger idea is allowed, but each submitted capstone must stand alone and be independently evaluable. This matches the original meaning, despite starting with 'Yes' instead of emphasizing the project is individual. The core policy is conveyed correctly."
"Do I have to turn in two capstone projects, or is one enough?",d5fc98925d,good,"The AI answer captures the main point that only one capstone project is required and that a failed first submission can be improved and resubmitted in attempt #2. It omits additional details from the ground truth about submitting two projects for practice, using different datasets/problem statements, catching up if attempt #1 is missed, and the peer-review requirement for certification. However, these omissions do not change the direct answer to the question asked."
What do attempt 1 and attempt 2 actually mean for the capstone submission?,d5fc98925d,bad,"The AI answer matches the ground truth on the main point: attempt 1 and attempt 2 are submission windows for one capstone project, with attempt 2 allowing resubmission if attempt 1 fails or is missed. It also correctly notes that submitting two projects is optional and requires different datasets/problem statements. However, it omits the certification condition about needing to participate in peer review of three peers, which is a key part of the original answer."
"If my first capstone submission gets rejected, can I fix it and submit again later?",d5fc98925d,good,"The AI answer correctly states that a failed first capstone submission can be improved and resubmitted during the attempt #2 submission window. It captures the main point of the ground truth. It omits the additional notes about submitting two projects, catching up if missing attempt #1, and the peer-review requirement, but those are supplementary and not necessary for the core question asked."
"Can I submit two projects just to get more practice, and do they need to be different?",d5fc98925d,good,"The AI answer captures the key points that only one project is required, that a failed first attempt can be improved and resubmitted in the second window, and that two practice projects must use different datasets and problem statements. It omits the note about catching up if attempt #1 is missed and the certification requirement of participating in peer review, but those are additional details rather than the core answer to the question."
What happens if I miss the first submission deadline but still want to do the capstone?,d5fc98925d,good,"The AI answer correctly states that missing the first submission window does not prevent participation and that the student can still submit during attempt #2. It omits extra details about only needing one project and the peer-review requirement, but those are not necessary to answer the question asked."
Is the competition itself considered the capstone project?,e892d44e42,good,"The AI answer matches the ground truth: it clearly says the competition is not the capstone project, and that the capstone is an individual project. It also correctly notes that the competition can be participated in separately as a team/group, which aligns with the original answer."
Can I count the math-kaggle-llm-competition as my capstone?,e892d44e42,good,"The AI answer matches the ground truth in meaning: it says the competition cannot count as the capstone, and that while group participation/teams are allowed for the competition, the capstone itself must be an individual attempt. The link omission is not essential."
"If I join the competition in a team, does that satisfy the capstone requirement?",e892d44e42,good,"The AI answer preserves the key meaning of the ground truth: joining the competition as a team does not satisfy the capstone requirement, because the capstone is individual. It also correctly notes that team participation in the competition is allowed. This is semantically equivalent."
What’s the difference between the competition and the capstone project in this course?,e892d44e42,good,"The AI answer preserves the key distinction from the ground truth: the competition can be done in groups/teams, while the capstone is individual. It adds that the competition does not count as the capstone, which is consistent with the intended meaning and does not contradict the original answer."
Do I have to do the capstone individually even if I participate in the competition with others?,e892d44e42,good,"The AI answer matches the ground truth: it says the competition can be done in groups, but the capstone itself must be an individual attempt. The opening 'Yes' is slightly awkward relative to the question, but the substantive meaning is correct and complete."
How exactly will the capstone project be graded in this course?,9a2e2d2008,good,"The AI answer captures the key grading mechanism correctly: three randomly assigned peer reviewers, the student also grading three peers, and the final grade being the median of peer scores. It also mentions the evaluation guidelines. The extra detail about an Excel sheet is not in the original, but it does not conflict with or change the core answer."
"Who reviews my project submission, and how many people will score it?",9a2e2d2008,good,"The AI answer correctly states that each submission is reviewed by three randomly assigned fellow students who also submitted the project, and that 3 people will score it. It preserves the key point from the original answer. It omits the extra note that you must also grade three other students' projects and that the final grade is the median, but the question only asks who reviews the submission and how many people score it."
"Do I also need to review other students’ capstone projects, or is it only my own?",9a2e2d2008,good,"The AI answer captures the key point that students must review three fellow students’ capstone projects in addition to their own. It omits extra details about random assignment, grading consequences, and median final grade, but those are not necessary to answer the question asked."
What happens if I skip the peer-grading requirement for the capstone project?,9a2e2d2008,good,"The AI answer captures the key consequence of not complying with the peer-grading requirement: you may fail to achieve the Certificate at the end of the course. It omits the additional details about being assigned three peer reviewers, grading three fellow students, and the final grade being the median of peer reviews, but those are not necessary to answer the question asked."
Which score counts as the final result for the project: all reviewers’ grades or something else?,9a2e2d2008,good,"The AI answer correctly states that the final grade is the median of the three peer reviewers’ grades, which matches the ground truth. It omits some extra context about students also needing to grade three peers and the certificate warning, but those are not necessary to answer the question asked."
When do project reviews and grading assignments happen after we submit the capstone project?,eae0fb50aa,good,"The AI answer conveys the same key information as the ground truth: after the submission deadline, an Excel sheet is shared and each participant gets 3 projects assigned for review/grading. This is semantically equivalent."
How are the projects assigned to each participant for reviewing and grading?,eae0fb50aa,good,"The AI answer preserves the key point from the ground truth: after the submission deadline, an Excel sheet will be shared and each participant is assigned 3 projects. It adds that the projects are assigned randomly and cannot be chosen, which is extra detail but does not contradict the original answer. Semantically equivalent."
Will we get the review assignments before or after the submission deadline?,eae0fb50aa,good,"The AI answer matches the key point of the ground truth: review assignments are shared after the submission deadline has passed. It omits the detail about an Excel sheet and 3 projects per participant, but that does not change the semantic answer to the question."
How many projects will each participant have to grade in the capstone project?,eae0fb50aa,good,The AI answer matches the ground truth: each participant is assigned 3 projects to grade after the submission deadline. No key information is missing or incorrect.
What format will be used to share the assigned projects for review?,eae0fb50aa,good,"The AI answer captures the core format: an Excel sheet will be shared. It omits the detail that there will be 3 projects assigned to each participant after the submission deadline, but it does not contradict the ground truth. Since the question asks about the format used to share the assigned projects, the key point is preserved."
"I already turned in my capstone project, but why am I still not able to review other projects?",a8a7fef016,good,"The AI answer matches the ground truth in meaning: after the submission deadline, projects are assigned for evaluation, and users cannot choose projects or review them before the list is released. The wording is slightly different but semantically equivalent."
"After the submission deadline ends, do we get to pick which projects to evaluate ourselves?",a8a7fef016,good,"The AI answer matches the ground truth: it says projects are assigned after the deadline and reviewers cannot choose which ones to review. It captures the key point that users do not get to pick projects themselves. The extra detail about not reviewing before the list is released is omitted, but that is not necessary for semantic equivalence."
Why can’t I start reviewing projects before the evaluation list is released?,a8a7fef016,good,"The AI answer preserves the original meaning: reviews begin only after the submission deadline and after projects are assigned/released, and reviewers cannot choose projects or start before the list is released. It is semantically equivalent to the ground truth."
"Once submissions are closed, how are projects assigned for peer review in the capstone?",a8a7fef016,good,"The AI answer matches the ground truth on the key points: assignments happen after the submission deadline, they are assigned to participants for peer review, and students cannot choose which projects to evaluate. It adds that the assignments are in an Excel sheet and that 3 projects are assigned to each participant, which is extra detail but not contradictory to the original answer. It also omits the explicit note that you can’t review before the list has been released, but the timing described implies that. Overall semantically equivalent."
"Is there any way to choose specific projects to review, or is it assigned automatically after the deadline?",a8a7fef016,good,"The AI answer matches the ground truth: it says you cannot choose specific projects, assignments happen automatically after the deadline, and you cannot review before the list is released. The added detail about receiving an Excel sheet with 3 projects is extra but not contradictory to the core answer."
Where can I find project ideas and datasets for the capstone?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it points to the GitHub page containing project ideas, datasets, tips, and guidelines for the capstone/project. This is semantically equivalent."
Is there a page with suggestions for what dataset to use in the project?,e76a70cde3,good,"The AI answer correctly points to the GitHub project page and states that it includes ideas and datasets, matching the ground truth. It preserves the key information and the link."
What should I look at if I need inspiration for my llm-zoomcamp capstone project?,e76a70cde3,good,"The AI answer conveys the same core information as the ground truth: it points the student to the GitHub project page and says it contains ideas, datasets, and tips/guidelines for inspiration. This is semantically equivalent."
"Do you have a link with ideas, datasets, and some guidance for the project?",e76a70cde3,good,"The AI answer conveys the same key information as the ground truth: it provides the GitHub link and states that it contains project ideas, datasets, tips, and guidelines. Semantically equivalent."
I’m stuck on choosing a dataset — is there a GitHub page with examples or tips?,e76a70cde3,good,"The AI answer matches the ground truth exactly in meaning and content: it points to the same GitHub page and states that it contains ideas, datasets, tips, and guidelines for the project. No key information is missing or incorrect."
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a plain Python script is sufficient for full points, and an orchestrator should only be used when appropriate (e.g., recurring daily ingestion). The extra offer about Jupyter notebook is not contradictory. It preserves the key point that a simple script is enough and not required to use Airflow/Mage/Kestra."
"If I build the ingestion pipeline in a Jupyter notebook instead of a script, how many points can I get?",d4f7c08ea1,good,"The AI answer correctly states that a Jupyter notebook is worth 1 point instead of 2 for the ingestion pipeline criterion. It preserves the key grading distinction from the ground truth, though it omits the extra note about a plain Python script earning full points and orchestrators being optional. That omission does not change the core answer to the question."
When would it make sense to use an orchestrator in the capstone project instead of just plain Python?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says plain Python is enough for full points, and an orchestrator only makes sense when the project genuinely needs it, giving recurring daily ingestion as an example. The extra mentions of scheduling, retries, and monitoring are consistent with orchestration use and do not change the core meaning."
Can I get full points for the ingestion pipeline criterion without any orchestration tool?,d4f7c08ea1,good,"The AI answer contradicts the ground truth on the first sentence. The correct answer is that you can get full points without any orchestration tool, but the AI says 'Yes' to the question 'Can I get full points ... without any orchestration tool?' which is semantically correct only if interpreted loosely. It then correctly states that a plain Python script is enough for full points and that a Jupyter notebook is worth 1 point instead of 2. Since the core content matches and the initial 'Yes' aligns with the question, this is equivalent."
"Should I add an orchestrator just to satisfy the capstone rubric, or only if my project really needs it?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is not needed just for the rubric, a plain Python script is sufficient for full points, and orchestration should only be used when the project genuinely needs it, with recurring daily ingestion as an example. It does not mention the notebook scoring detail, but that is extra and not required for semantic equivalence to the core answer."
How can I evaluate a recommender-style RAG project when I don't really have any ground-truth Q&A pairs?,9b0e2d6a47,good,"The AI answer matches the ground truth on all key points: it proposes synthetic ground truth by generating queries per item and evaluating retrieval with hit rate/MRR/NDCG, it recommends LLM-as-a-judge with a rubric for end-to-end quality, and it notes that NDCG is often preferable to hit rate in ranking-style recommendation settings with multiple acceptable results. This is semantically equivalent."
Is there a good way to create synthetic test queries for a retrieval system if I only have item descriptions?,9b0e2d6a47,bad,"The AI answer captures the main ground-truth idea: synthetic queries generated from item descriptions, using an LLM, and evaluating with hit rate/MRR/NDCG, plus the note that NDCG is often better than hit rate for ranking tasks. However, it omits the second complementary approach from the original answer: using an LLM as a judge for end-to-end quality with a fixed rubric. Since the original answer explicitly includes both approaches, the AI answer is incomplete. Still, the core question about creating synthetic test queries is answered correctly."
"For ranking-based RAG/recommender tasks, should I use hit rate or something like NDCG instead?",9b0e2d6a47,good,"The AI answer matches the ground truth on the main point: NDCG is often better suited than hit rate for ranking-style tasks because it rewards higher-ranked relevant items, especially when multiple answers are acceptable. It also correctly includes the complementary suggestions of using retrieval metrics like hit rate/MRR/NDCG and an LLM-as-a-judge rubric for end-to-end quality. It omits the specific synthetic ground truth generation procedure, but that is extra guidance rather than the core answer to the question."
What’s a practical way to ask an LLM to judge the quality of end-to-end RAG answers on a fixed rubric?,9b0e2d6a47,good,"The AI answer correctly identifies the practical approach: use an LLM-as-a-judge to score end-to-end RAG outputs against a fixed rubric on a 1–5 scale. This matches the ground truth's second approach. It omits the synthetic ground-truth / retrieval metric approach and the note about NDCG vs hit-rate, but those are extra complementary details rather than the core asked practical way to judge end-to-end quality. The answer is semantically equivalent for the question asked."
"If several items could be considered correct, how do I measure retrieval quality without forcing only one exact answer?",9b0e2d6a47,bad,"The AI answer captures the main point that NDCG is appropriate when multiple items are acceptable, because it evaluates ranked relevance rather than requiring one exact match. However, it omits the other complementary approach from the ground truth: using synthetic ground truth queries and/or LLM-as-a-judge for end-to-end relevance scoring. Since the question asks how to measure retrieval quality without forcing only one exact answer, mentioning NDCG alone is partially correct but not fully equivalent to the original answer, which presents multiple methods and specifically recommends NDCG as better fit."
What's a good way to chunk a huge PDF corpus for a capstone project?,6f2a8b3d10,good,"The AI answer preserves the core guidance from the ground truth: iterate instead of seeking a perfect chunker, begin with ~1000-token fixed chunks with overlap, evaluate on a ground-truth set using hit rate/MRR, then try LLM-based logical sectioning, add chunk summaries, and use hybrid BM25+dense search for structured docs. It also correctly includes the same PDF parsing tools. Semantically equivalent."
"Should I start with fixed token chunks, or is there a smarter approach right away?",6f2a8b3d10,bad,"The AI answer does not convey the ground-truth guidance at all. The correct answer is to avoid searching for a perfect chunker upfront, start with simple fixed-size chunks and iterate with evaluations, then consider smarter chunking, summaries, and hybrid search for structured documents. Saying 'I don't know' misses the key point and is not semantically equivalent."
Is it worth using an LLM to split docs into sections instead of just slicing by size?,6f2a8b3d10,good,"The AI answer captures the main point of the ground truth: start simple with fixed-size chunking, then try LLM-based logical section splitting, and evaluate improvements with ground-truth metrics like hit rate/MRR. It omits some extra suggestions (chunk summaries, hybrid BM25+dense for long structured docs, and specific PDF tools), but those are supplementary rather than essential to the direct question."
"For long legal or financial docs, is BM25 + dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly states that for long, structured legal/financial documents, hybrid search (BM25 + dense embeddings) is recommended over embeddings alone, and it captures the key rationale that exact wording matters. It omits the broader guidance about iterative chunking, summaries, and tools, but those are extra details rather than the direct answer to the question."
"What PDF-to-markdown tool would you use before chunking: pymupdf4llm, Docling, or GROBID?",6f2a8b3d10,good,"The AI answer matches the ground truth on the key point: all three tools are valid choices depending on the document type, with pymupdf4llm as the fast general-purpose default, Docling for higher-quality table/figure extraction, and GROBID for academic papers. It omits the broader chunking advice (iterate, eval, hybrid search), but the question asked specifically which PDF-to-markdown tool to use before chunking, so that omission does not affect correctness."
"What does reproducibility mean for the capstone project, and do reviewers need my API keys?",e5d8a2c761,good,"The AI answer matches the ground truth: it correctly defines reproducibility as recreating the system from scratch via the README using the reviewer’s own credentials, and it explicitly says reviewers do not need API keys. It also includes the same concrete recommendations about scripts, .env.example, .gitignore, low-cost models, and pinning/documenting versions."
How should I let a reviewer rebuild the search index from my repo without giving away secrets?,e5d8a2c761,good,"The AI answer preserves the core guidance: do not share secrets, provide a script/notebook to rebuild the index, use a .env.example with no values, keep .env ignored, and have reviewers use their own credentials. It omits some extra specifics from the ground truth (cheap model, pinned dependency versions, Python/Docker version), but those are supplementary rather than essential to the main question asked."
"What do I put in a .env.example file, and should the real .env be committed?",e5d8a2c761,good,"The AI answer correctly states that .env.example should contain variable names without values, and that the real .env should not be committed and should be gitignored. This matches the key point of the ground truth. It omits some extra guidance about reproducibility, dependency pinning, and using cheap models, but those are additional context rather than the core question asked."
Do I need to use a cheap model in the project so other people can test it without spending much?,e5d8a2c761,bad,"The AI answer does not address the question or contain the key guidance from the ground truth. The correct answer says to use a cheap model so reviewers can test the project without spending much, along with reproducibility and credential-handling advice. Saying 'I don't know' misses the main point entirely."
"How do I make my project easy to run again later, like which versions or tools should I pin down?",e5d8a2c761,good,"The AI answer captures the key reproducibility guidance from the ground truth: pin dependency/Python/Docker versions, provide a `.env.example` and keep secrets out of git, and include a script/notebook to rebuild the dataset/index locally. It also correctly states that the reviewer should use their own API keys. The only omitted detail is the recommendation to use a cheap model, which is helpful but not essential to the core question about versions/tools to pin down. Overall semantically equivalent."
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go?",ea815eb858,good,"The AI answer preserves the key points: Python is recommended for most cases, other languages are technically allowed, and non-Python submissions require very thorough documentation for reproducibility across Windows, macOS, and Linux. It omits some extra specifics from the ground truth (that this applies to every homework and the final/capstone, plus the example Go commands and the explicit list of possible languages), but those omissions do not change the core meaning."
Is Python required for every assignment and the final project in LLM Zoomcamp?,ea815eb858,good,"The AI answer captures the key point: Python is the default/recommended choice for all homework and the final/capstone project, and other languages are allowed only with strong justification and thorough documentation. It omits some specifics like Windows/macOS/Linux installation guidance and the reproducibility/review caveat, but those are supporting details rather than the core answer."
"If I build the project with Rust, Java, or C#, what should I include in the README for reviewers?",ea815eb858,good,"The AI answer captures the key point that non-Python projects need very thorough README instructions with step-by-step commands for reviewers on Windows, macOS, and Linux, assuming no familiarity with the stack. It also preserves the idea that the README should explain installation of dependencies and how to build/run the project. Although it adds many extra details not present in the ground truth, these additions do not contradict the main answer and the core guidance is semantically equivalent."
"Will a non-Python stack be accepted, or is Python the safest choice for the course tasks?",ea815eb858,good,"The AI answer captures the key point: Python is the safest/easiest choice, non-Python stacks are technically allowed but should be used only with a strong reason, and thorough cross-platform documentation is required. It omits some specifics (e.g., course materials/reviewer expectations are Python-based, applies to every homework and final/capstone project, and the explicit example commands), but these are supporting details rather than essential meaning."
What kind of setup and run instructions do I need to provide if I submit a project in TypeScript or R?,ea815eb858,good,"The AI answer captures the key requirement: if using TypeScript or R, the README must be very thorough and explain how to install dependencies and run the project on Windows, macOS, and Linux, with the goal of easy reproducibility for reviewers unfamiliar with the stack. It also correctly notes that the original context only provides a Go example, so no exact TypeScript/R commands are specified. However, it adds some details not present in the ground truth (.env.example, rebuilding data/index locally, reviewer credentials). These extras do not contradict the original and the core answer remains semantically aligned."
Where can I look at past LLM Zoomcamp capstone projects?,930286278d,good,"The AI answer preserves the key information from the ground truth: the two links for 2024 and 2025 projects. It omits the explanatory sentence about the pages showing submitted repositories and helping understand scope/quality, but that detail is supplementary rather than essential. Semantically equivalent."
Is there a page with previous project submissions for LLM Zoomcamp?,930286278d,good,"The AI answer matches the ground truth by providing the same two project submission pages (2024 and 2025). It omits the extra explanatory sentence about what the pages contain, but that is not essential to the question."
Can I see examples of LLM Zoomcamp projects from 2024 or 2025?,930286278d,good,The AI answer matches the ground truth: it provides the 2024 and 2025 project links and notes that the pages show submitted repositories and help understand project scope and quality. Semantically equivalent.
Where are the old capstone project repos for LLM Zoomcamp listed?,930286278d,good,"The AI answer matches the ground truth: it provides the same two project listing links for 2024 and 2025. It conveys the location of the old capstone project repos correctly, with no missing key information."
How can I check what kind of LLM Zoomcamp project is expected by looking at earlier submissions?,930286278d,good,The AI answer matches the ground truth: it provides the same links to 2024 and 2025 project submissions and explains that they help understand the expected scope and quality of capstone projects. No key information is missing or incorrect.
"Do I have to reserve my capstone project idea before I start, or can I just begin working on it?",897a350476,good,"The AI answer correctly states that there is no need to reserve or announce the project idea before starting, and that the student can just begin working. It also includes the Slack feedback option. It omits the examples of previous projects and the note that similar topics are acceptable if the implementation is original, but those are supplementary rather than the core answer."
Should I announce my project topic somewhere before doing the capstone?,897a350476,good,"The AI answer correctly states that there is no need to announce or reserve a project idea before starting, and it includes the Slack feedback option. It omits the note about looking at previous projects for scope and the allowance for similar topics as long as the implementation is original, but the core question is answered accurately."
"If I’m unsure whether my project idea is okay, can I ask for feedback in Slack?",897a350476,good,"The AI answer correctly states that feedback can be requested in Slack, which matches the relevant part of the ground truth. It omits the additional context that no prior approval or reservation is needed and that similar topics are allowed, but the direct question only asks about asking for feedback in Slack. So the core answer is semantically equivalent."
"Is it fine if my capstone is on the same topic as someone else’s project, or does it need to be unique?",897a350476,good,"The AI answer captures the key point that the capstone topic does not need to be unique and that similar/shared ideas are allowed. However, it adds extra constraints about a separate qualifying component and repository that are not in the original answer and may be misleading. The original specifically says there is no need to announce/reserve a project, and that similar topics are okay as long as the implementation is your own and requirements are met. The AI answer does not mention the no-reservation point, but that omission is minor. Overall it is semantically close enough on the main question, though slightly distorted by added requirements."
Where can I check previous capstone projects to get a sense of the expected scope?,897a350476,good,"The AI answer correctly points to the 2024 and 2025 project pages as places to review previous capstone projects and understand scope. This matches the key information in the ground truth. The extra wording about scope and quality is consistent and not misleading. It omits the unrelated 'no need to announce or reserve' and Slack feedback note, but the user only asked where to check previous projects, so that omission is fine."
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14,good,"The AI answer preserves the core message: a Telegram or WhatsApp bot is allowed instead of a website, and the project just needs to meet evaluation criteria. It omits the note that the course does not teach these interfaces and you'd need to figure it out yourself, but that is extra detail rather than the key answer."
"Is a web app required for the project, or can I use a CLI or Slack app too?",7318a90b14,good,"The AI answer matches the ground truth: it correctly states that a web app is not required and that CLI, Slack app, and other interfaces are allowed. It omits the note that the course doesn't teach these interfaces and that the project still must meet evaluation criteria, but those are extra details rather than the core answer to the question."
Are there any rules about which interface I have to use for the end user?,7318a90b14,good,"The AI answer matches the ground truth in substance: it says there are no rules restricting the interface and lists the same examples. It omits the note that the course doesn't teach how to build these interfaces, but that is auxiliary and not essential to the core answer."
"Does the course cover how to make a Telegram, WhatsApp, or other custom interface?",7318a90b14,good,"The AI answer conveys the same core points as the ground truth: any interface is acceptable, examples include Telegram/WhatsApp bots, and the course does not teach how to build them. It omits the note that there are no strict guidelines and the project just needs to meet evaluation criteria, but that is not essential to the main answer. Semantically equivalent overall."
"If I use a notebook or some other UI for the project, is that okay for evaluation?",7318a90b14,good,"The AI answer conveys the same core point: using a notebook or any other interface is allowed for evaluation, and it lists equivalent examples while noting that the project must meet the criteria. It omits the extra note about the course not teaching interface building, but that is not essential to the question."
What are some good tools to pull text out of PDFs for a RAG app?,d8b28c47a0,good,"The AI answer matches the ground truth well. It lists the same tools (docling, pymupdf4llm/PyMuPDF, unstructured, pytesseract, hosted OCR like Mistral OCR) with essentially the same descriptions, and it also includes the recommendation to test them on sample documents. No key information is missing or incorrect."
"If my PDF is just scanned pages, what should I use to get the text?",d8b28c47a0,good,"The AI answer correctly identifies that scanned/image-based PDFs require OCR, and it names two options from the ground truth: pytesseract/Tesseract OCR and hosted OCR such as Mistral OCR. This captures the key point of the original answer, even though it omits the broader list of possible tools and the advice to try several on sample documents."
"Is there a recommended library in the course for PDF text extraction, or can I pick any tool?",d8b28c47a0,good,"The AI answer conveys the same core point as the ground truth: the course does not recommend a single required library, and users may choose any tool that works best. It also lists the same representative options and includes the advice to test a few tools on sample documents. Minor omission of the specific 'for how to chunk/prepare afterwards' link is acceptable and does not change the meaning."
What do people usually use for OCR on image-based PDFs in a RAG project?,d8b28c47a0,good,"The AI answer correctly identifies pytesseract/Tesseract as a common OCR choice for scanned/image-based PDFs and also mentions hosted OCR like Mistral OCR. It omits some other suggested tools (docling, pymupdf4llm, unstructured), but the question asks what people usually use for OCR, so the core answer matches the ground truth."
